"service_id","date","exception_type"
39,20211005,1
39,20210922,1
39,20210929,1
39,20211006,1
39,20210916,1
39,20210923,1
39,20210930,1
39,20211007,1
39,20210917,1
39,20210924,1
39,20211001,1
39,20211008,1
39,20210918,1
39,20210925,1
39,20211002,1
39,20211009,1
39,20210919,1
39,20210926,1
39,20211003,1
39,20211010,1
40,20210917,2
40,20210924,2
40,20211001,2
40,20211008,2
41,20210917,1
41,20210924,1
41,20211001,1
41,20211008,1
42,20210920,2
42,20210927,2
42,20211004,2
42,20210921,2
42,20210928,2
42,20211005,2
42,20210922,2
42,20210929,2
42,20211006,2
42,20210916,2
42,20210923,2
42,20210930,2
42,20211007,2
42,20210919,2
42,20210926,2
42,20211003,2
42,20211010,2
43,20210920,1
43,20210927,1
43,20211004,1
43,20210921,1
43,20210928,1
43,20211005,1
43,20210922,1
43,20210929,1
43,20211006,1
43,20210916,1
43,20210923,1
43,20210930,1
43,20211007,1
43,20210919,1
43,20210926,1
43,20211003,1
43,20211010,1
44,20210920,2
44,20210927,2
44,20211004,2
44,20211011,2
44,20211018,2
44,20210921,2
44,20210928,2
44,20211005,2
44,20211012,2
44,20211019,2
44,20210922,2
44,20210929,2
44,20211006,2
44,20211013,2
44,20211020,2
44,20210916,2
44,20210923,2
44,20210930,2
44,20211007,2
44,20211014,2
44,20211021,2
44,20210917,2
44,20210924,2
44,20211001,2
44,20211008,2
44,20211015,2
44,20211022,2
45,20210920,1
45,20210927,1
45,20211004,1
45,20210921,1
45,20210928,1
45,20211005,1
45,20210922,1
45,20210929,1
45,20211006,1
45,20210916,1
45,20210923,1
45,20210930,1
45,20211007,1
45,20210917,1
45,20210924,1
45,20211001,1
45,20211008,1
46,20210918,2
46,20210925,2
46,20211002,2
46,20211009,2
47,20210918,1
47,20210925,1
47,20211002,1
47,20211009,1
48,20210918,2
48,20210925,2
48,20211002,2
48,20211009,2
48,20210919,2
48,20210926,2
48,20211003,2
48,20211010,2
49,20210918,1
49,20210925,1
49,20211002,1
49,20211009,1
49,20210919,1
49,20210926,1
49,20211003,1
49,20211010,1
50,20210919,2
50,20210926,2
50,20211003,2
50,20211010,2
51,20210918,2
51,20210925,2
51,20211002,2
51,20211009,2
51,20210919,2
51,20210926,2
51,20211003,2
51,20211010,2
52,20210918,2
52,20210925,2
52,20211002,2
52,20211009,2
53,20210918,2
53,20210925,2
53,20211002,2
53,20211009,2
54,20210917,2
54,20210924,2
54,20211001,2
54,20211008,2
54,20210918,2
54,20210925,2
54,20211002,2
54,20211009,2
55,20210920,1
55,20210927,1
55,20211004,1
55,20210921,1
55,20210928,1
55,20211005,1
55,20210922,1
55,20210929,1
55,20211006,1
55,20210916,1
55,20210923,1
55,20210930,1
55,20211007,1
55,20210917,1
55,20210924,1
55,20211001,1
55,20211008,1
55,20210919,1
55,20210926,1
55,20211003,1
55,20211010,1
56,20210917,1
56,20210924,1
56,20211001,1
56,20211008,1
56,20210918,1
56,20210925,1
56,20211002,1
56,20211009,1
57,20211015,2
57,20211022,2
58,20211017,2
58,20211024,2
59,20211011,1
59,20211018,1
59,20211012,1
59,20211019,1
59,20211013,1
59,20211020,1
59,20211014,1
59,20211021,1
59,20211015,1
59,20211022,1
60,20210920,2
60,20210927,2
60,20211004,2
60,20210921,2
60,20210928,2
60,20211005,2
60,20210922,2
60,20210929,2
60,20211006,2
60,20210916,2
60,20210923,2
60,20210930,2
60,20211007,2
60,20210917,2
60,20210924,2
60,20211001,2
60,20211008,2
60,20210918,2
60,20210925,2
60,20211002,2
60,20211009,2
61,20210920,1
61,20210927,1
61,20211004,1
61,20210921,1
61,20210928,1
61,20211005,1
61,20210922,1
61,20210929,1
61,20211006,1
61,20210916,1
61,20210923,1
61,20210930,1
61,20211007,1
61,20210917,1
61,20210924,1
61,20211001,1
61,20211008,1
61,20210918,1
61,20210925,1
61,20211002,1
61,20211009,1
62,20210920,1
62,20210927,1
62,20211004,1
62,20210921,1
62,20210928,1
62,20211005,1
62,20210922,1
62,20210929,1
62,20211006,1
62,20210923,1
62,20210930,1
62,20211007,1
62,20210917,1
62,20210924,1
62,20211001,1
62,20211008,1
62,20210918,1
62,20210925,1
62,20211002,1
62,20211009,1
62,20210919,1
62,20210926,1
62,20211003,1
62,20211010,1
63,20210920,2
63,20210927,2
63,20211004,2
63,20210921,2
63,20210928,2
63,20211005,2
63,20210922,2
63,20210929,2
63,20211006,2
63,20210916,2
63,20210923,2
63,20210930,2
63,20211007,2
63,20210917,2
63,20210924,2
63,20211001,2
63,20211008,2
63,20210918,2
63,20210925,2
63,20211002,2
63,20211009,2
63,20211016,2
63,20211023,2
63,20210919,2
63,20210926,2
63,20211003,2
63,20211010,2
63,20211017,2
63,20211024,2
64,20210918,2
64,20210925,2
64,20211002,2
64,20211009,2
64,20211016,2
64,20211023,2
64,20210919,2
64,20210926,2
64,20211003,2
64,20211010,2
64,20211017,2
64,20211024,2
65,20210920,1
65,20210927,1
65,20211004,1
65,20210921,1
65,20210928,1
65,20211005,1
65,20210922,1
65,20210929,1
65,20211006,1
65,20210923,1
65,20210930,1
65,20211007,1
65,20210917,1
65,20210924,1
65,20211001,1
65,20211008,1
65,20210918,1
65,20210925,1
65,20211002,1
65,20211009,1
66,20210920,2
66,20210927,2
66,20211004,2
66,20210921,2
66,20210928,2
66,20211005,2
66,20210922,2
66,20210929,2
66,20211006,2
66,20210916,2
66,20210923,2
66,20210930,2
66,20211007,2
67,20210920,1
67,20210927,1
67,20211004,1
67,20210921,1
67,20210928,1
67,20211005,1
67,20210922,1
67,20210929,1
67,20211006,1
67,20210916,1
67,20210923,1
67,20210930,1
67,20211007,1
67,20210917,1
67,20210924,1
67,20211001,1
67,20211008,1
68,20210917,1
68,20210924,1
68,20211001,1
68,20211008,1
69,20210918,2
69,20210925,2
69,20211002,2
69,20211009,2
70,20211011,1
70,20211018,1
70,20211012,1
70,20211019,1
70,20211013,1
70,20211020,1
70,20211014,1
70,20211021,1
70,20211015,1
70,20211022,1
70,20210918,2
70,20210925,2
70,20211002,2
70,20211009,2
71,20211011,1
71,20211018,1
71,20211012,1
71,20211019,1
71,20211013,1
71,20211020,1
71,20211014,1
71,20211021,1
71,20211015,1
71,20211022,1
71,20210918,2
71,20210925,2
71,20211002,2
71,20211009,2
71,20210919,2
71,20210926,2
71,20211003,2
71,20211010,2
72,20210920,2
72,20210927,2
72,20211004,2
72,20211011,2
72,20211018,2
72,20210921,2
72,20210928,2
72,20211005,2
72,20211012,2
72,20211019,2
72,20210922,2
72,20210929,2
72,20211006,2
72,20211013,2
72,20211020,2
72,20210916,2
72,20210923,2
72,20210930,2
72,20211007,2
72,20211014,2
72,20211021,2
72,20210917,2
72,20210924,2
72,20211001,2
72,20211008,2
72,20211015,2
72,20211022,2
72,20210918,2
72,20210925,2
72,20211002,2
72,20211009,2
73,20210920,2
73,20210927,2
73,20211004,2
73,20211011,2
73,20211018,2
73,20210921,2
73,20210928,2
73,20211005,2
73,20211012,2
73,20211019,2
73,20210922,2
73,20210929,2
73,20211006,2
73,20211013,2
73,20211020,2
73,20210916,2
73,20210923,2
73,20210930,2
73,20211007,2
73,20211014,2
73,20211021,2
73,20210917,2
73,20210924,2
73,20211001,2
73,20211008,2
73,20211015,2
73,20211022,2
73,20210918,2
73,20210925,2
73,20211002,2
73,20211009,2
73,20210919,2
73,20210926,2
73,20211003,2
73,20211010,2
74,20210920,2
74,20210927,2
74,20211004,2
74,20211011,2
74,20211018,2
74,20210921,2
74,20210928,2
74,20211005,2
74,20211012,2
74,20211019,2
74,20210922,2
74,20210929,2
74,20211006,2
74,20211013,2
74,20211020,2
74,20210916,2
74,20210923,2
74,20210930,2
74,20211007,2
74,20211014,2
74,20211021,2
74,20210917,2
74,20210924,2
74,20211001,2
74,20211008,2
74,20211015,2
74,20211022,2
75,20211011,1
75,20211018,1
75,20211012,1
75,20211019,1
75,20211013,1
75,20211020,1
75,20211014,1
75,20211021,1
75,20211015,1
75,20211022,1
76,20210920,2
76,20210927,2
76,20211004,2
76,20211011,2
76,20211018,2
76,20210921,2
76,20210928,2
76,20211005,2
76,20211012,2
76,20211019,2
76,20210922,2
76,20210929,2
76,20211006,2
76,20211013,2
76,20211020,2
76,20210916,2
76,20210923,2
76,20210930,2
76,20211007,2
76,20211014,2
76,20211021,2
76,20210917,2
76,20210924,2
76,20211001,2
76,20211008,2
76,20211015,2
76,20211022,2
77,20210920,2
77,20210927,2
77,20211004,2
77,20210921,2
77,20210928,2
77,20211005,2
77,20210922,2
77,20210929,2
77,20211006,2
77,20210916,2
77,20210923,2
77,20210930,2
77,20211007,2
77,20210917,2
77,20210924,2
77,20211001,2
77,20211008,2
77,20210919,2
77,20210926,2
77,20211003,2
77,20211010,2
78,20211016,1
78,20211023,1
78,20210919,2
78,20210926,2
78,20211003,2
78,20211010,2
79,20210918,2
79,20210925,2
79,20211002,2
79,20211009,2
79,20211016,2
79,20211023,2
79,20210919,2
79,20210926,2
79,20211003,2
79,20211010,2
80,20210920,2
80,20210927,2
80,20211004,2
80,20210921,2
80,20210928,2
80,20211005,2
80,20210922,2
80,20210929,2
80,20211006,2
80,20210916,2
80,20210923,2
80,20210930,2
80,20211007,2
80,20210917,2
80,20210924,2
80,20211001,2
80,20211008,2
80,20210918,2
80,20210925,2
80,20211002,2
80,20211009,2
80,20211016,2
80,20211023,2
80,20210919,2
80,20210926,2
80,20211003,2
80,20211010,2
81,20210920,2
81,20210927,2
81,20211004,2
81,20210921,2
81,20210928,2
81,20211005,2
81,20210922,2
81,20210929,2
81,20211006,2
81,20210916,2
81,20210923,2
81,20210930,2
81,20211007,2
81,20210917,2
81,20210924,2
81,20211001,2
81,20211008,2
81,20211016,1
81,20211023,1
82,20210920,2
82,20210927,2
82,20211004,2
82,20210921,2
82,20210928,2
82,20211005,2
82,20210922,2
82,20210929,2
82,20211006,2
82,20210916,2
82,20210923,2
82,20210930,2
82,20211007,2
82,20210917,2
82,20210924,2
82,20211001,2
82,20211008,2
82,20210918,2
82,20210925,2
82,20211002,2
82,20211009,2
82,20211016,2
82,20211023,2
83,20210920,2
83,20210927,2
83,20211004,2
83,20210921,2
83,20210928,2
83,20211005,2
83,20210922,2
83,20210929,2
83,20211006,2
83,20210916,2
83,20210923,2
83,20210930,2
83,20211007,2
83,20210917,2
83,20210924,2
83,20211001,2
83,20211008,2
83,20211016,1
83,20211023,1
83,20211017,1
83,20211024,1
84,20210920,2
84,20210927,2
84,20211004,2
84,20210921,2
84,20210928,2
84,20211005,2
84,20210922,2
84,20210929,2
84,20211006,2
84,20210916,2
84,20210923,2
84,20210930,2
84,20211007,2
84,20210917,2
84,20210924,2
84,20211001,2
84,20211008,2
84,20210918,2
84,20210925,2
84,20211002,2
84,20211009,2
84,20211017,1
84,20211024,1
85,20210920,2
85,20210927,2
85,20211004,2
85,20210921,2
85,20210928,2
85,20211005,2
85,20210922,2
85,20210929,2
85,20211006,2
85,20210916,2
85,20210923,2
85,20210930,2
85,20211007,2
85,20210917,2
85,20210924,2
85,20211001,2
85,20211008,2
85,20211016,1
85,20211023,1
85,20210919,2
85,20210926,2
85,20211003,2
85,20211010,2
86,20210919,2
86,20210926,2
86,20211003,2
86,20211010,2
86,20211017,2
86,20211024,2
87,20210918,2
87,20210925,2
87,20211002,2
87,20211009,2
87,20211016,2
87,20211023,2
88,20210920,1
88,20210927,1
88,20211004,1
88,20210921,1
88,20210928,1
88,20211005,1
88,20210922,1
88,20210929,1
88,20211006,1
88,20210923,1
88,20210930,1
88,20211007,1
88,20210917,1
88,20210924,1
88,20211001,1
88,20211008,1
88,20210919,1
88,20210926,1
88,20211003,1
88,20211010,1
89,20210920,2
89,20210927,2
89,20211004,2
89,20210921,2
89,20210928,2
89,20211005,2
89,20210922,2
89,20210929,2
89,20211006,2
89,20210916,2
89,20210923,2
89,20210930,2
89,20211007,2
89,20210917,2
89,20210924,2
89,20211001,2
89,20211008,2
89,20210918,1
89,20210925,1
89,20211002,1
89,20211009,1
90,20210920,2
90,20210927,2
90,20211004,2
90,20211011,2
90,20211018,2
90,20210921,2
90,20210928,2
90,20211005,2
90,20211012,2
90,20211019,2
90,20210922,2
90,20210929,2
90,20211006,2
90,20211013,2
90,20211020,2
90,20210916,2
90,20210923,2
90,20210930,2
90,20211007,2
90,20211014,2
90,20211021,2
90,20210917,2
90,20210924,2
90,20211001,2
90,20211008,2
90,20211015,2
90,20211022,2
90,20210919,2
90,20210926,2
90,20211003,2
90,20211010,2
91,20210920,1
91,20210927,1
91,20211004,1
91,20210921,1
91,20210928,1
91,20211005,1
91,20210922,1
91,20210929,1
91,20211006,1
91,20210916,1
91,20210923,1
91,20210930,1
91,20211007,1
91,20210917,1
91,20210924,1
91,20211001,1
91,20211008,1
91,20210918,2
91,20210925,2
91,20211002,2
91,20211009,2
92,20211011,1
92,20211018,1
92,20211012,1
92,20211019,1
92,20211013,1
92,20211020,1
92,20211014,1
92,20211021,1
92,20211015,1
92,20211022,1
92,20210919,2
92,20210926,2
92,20211003,2
92,20211010,2
93,20210918,1
93,20210925,1
93,20211002,1
93,20211009,1
94,20211011,2
94,20211018,2
94,20211012,2
94,20211019,2
94,20211013,2
94,20211020,2
94,20211014,2
94,20211021,2
94,20211015,2
94,20211022,2
95,20211011,2
95,20211018,2
95,20211012,2
95,20211019,2
95,20211013,2
95,20211020,2
95,20211014,2
95,20211021,2
95,20211015,2
95,20211022,2
95,20210918,1
95,20210925,1
95,20211002,1
95,20211009,1
96,20210919,1
96,20210926,1
96,20211003,1
96,20211010,1
97,20210919,1
97,20210926,1
97,20211003,1
97,20211010,1
98,20211011,2
98,20211018,2
98,20211012,2
98,20211019,2
98,20211013,2
98,20211020,2
98,20211014,2
98,20211021,2
98,20211015,2
98,20211022,2
98,20210918,1
98,20210925,1
98,20211002,1
98,20211009,1
98,20210919,1
98,20210926,1
98,20211003,1
98,20211010,1
99,20211011,1
99,20211018,1
99,20211012,1
99,20211019,1
99,20211013,1
99,20211020,1
99,20211014,1
99,20211021,1
99,20211015,1
99,20211022,1
99,20210918,2
99,20210925,2
99,20211002,2
99,20211009,2
100,20211011,2
100,20211018,2
100,20211012,2
100,20211019,2
100,20211013,2
100,20211020,2
100,20211014,2
100,20211021,2
100,20211015,2
100,20211022,2
101,20211011,2
101,20211018,2
101,20211012,2
101,20211019,2
101,20211013,2
101,20211020,2
101,20211014,2
101,20211021,2
101,20211015,2
101,20211022,2
101,20210919,2
101,20210926,2
101,20211003,2
101,20211010,2
102,20211011,1
102,20211018,1
102,20211012,1
102,20211019,1
102,20211013,1
102,20211020,1
102,20211014,1
102,20211021,1
102,20211015,1
102,20211022,1
102,20210919,1
102,20210926,1
102,20211003,1
102,20211010,1
103,20210920,2
103,20210927,2
103,20211004,2
103,20210921,2
103,20210928,2
103,20211005,2
103,20210922,2
103,20210929,2
103,20211006,2
103,20210916,2
103,20210923,2
103,20210930,2
103,20211007,2
103,20210917,2
103,20210924,2
103,20211001,2
103,20211008,2
104,20211206,1
104,20211207,1
104,20211201,1
104,20211208,1
104,20211202,1
104,20211209,1
104,20211203,1
104,20211210,1
104,20211204,1
104,20211211,1
104,20211205,1
105,20211206,1
105,20211207,1
105,20211201,1
105,20211208,1
105,20211202,1
105,20211209,1
105,20211203,1
105,20211210,1
106,20211204,1
106,20211211,1
106,20211205,1
108,20211011,1
108,20211018,1
108,20211012,1
108,20211019,1
108,20211013,1
108,20211020,1
108,20211014,1
108,20211021,1
108,20211015,1
108,20211022,1
108,20210918,2
108,20210925,2
108,20211002,2
108,20211009,2
108,20211017,1
108,20211024,1
109,20210920,2
109,20210927,2
109,20211004,2
109,20210921,2
109,20210928,2
109,20211005,2
109,20210922,2
109,20210929,2
109,20211006,2
109,20210916,2
109,20210923,2
109,20210930,2
109,20211007,2
109,20210918,2
109,20210925,2
109,20211002,2
109,20211009,2
109,20211016,2
109,20211023,2
110,20210917,2
110,20210924,2
110,20211001,2
110,20211008,2
110,20211016,1
110,20211023,1
110,20210919,2
110,20210926,2
110,20211003,2
110,20211010,2
111,20210920,1
111,20210927,1
111,20211004,1
111,20210921,1
111,20210928,1
111,20211005,1
111,20210922,1
111,20210929,1
111,20211006,1
111,20210923,1
111,20210930,1
111,20211007,1
111,20210918,1
111,20210925,1
111,20211002,1
111,20211009,1
112,20210917,1
112,20210924,1
112,20211001,1
112,20211008,1
112,20210919,1
112,20210926,1
112,20211003,1
112,20211010,1
113,20210918,1
113,20210925,1
113,20211002,1
114,20210927,1
114,20211004,1
114,20211011,1
114,20210928,1
114,20211005,1
114,20211012,1
114,20210922,1
114,20210929,1
114,20211006,1
114,20211013,1
114,20210923,1
114,20210930,1
114,20211007,1
114,20211014,1
114,20210924,1
114,20211001,1
114,20211008,1
115,20211011,2
115,20211018,2
115,20211012,2
115,20211019,2
115,20211013,2
115,20211020,2
115,20210916,2
115,20211014,2
115,20211021,2
115,20210917,2
115,20211015,2
115,20211022,2
116,20210916,1
116,20210917,1
117,20210920,2
117,20210921,2
117,20210922,2
117,20210916,2
117,20210923,2
117,20210917,2
117,20210924,2
118,20210920,1
118,20210921,1
118,20210922,1
118,20210916,1
118,20210923,1
118,20210917,1
118,20210924,1
119,20210920,2
119,20211011,2
119,20211018,2
119,20210921,2
119,20211012,2
119,20211019,2
119,20210922,2
119,20211013,2
119,20211020,2
119,20210916,2
119,20210923,2
119,20211014,2
119,20211021,2
119,20210917,2
119,20210924,2
119,20211015,2
119,20211022,2
120,20211012,2
120,20211019,2
120,20211015,2
120,20211022,2
121,20211011,2
121,20211018,2
122,20211012,2
122,20211019,2
122,20211013,2
122,20211020,2
122,20211014,2
122,20211021,2
122,20211015,2
122,20211022,2
124,20211015,1
124,20211022,1
126,20210916,2
126,20210917,2
127,20210920,1
127,20210921,1
127,20210922,1
127,20210923,1
127,20210924,1
128,20211013,2
128,20211020,2
128,20211014,2
128,20211021,2
128,20211015,2
128,20211022,2
129,20211106,2
129,20211113,2
129,20211120,2
129,20211127,2
129,20211204,2
129,20211211,2
129,20211107,2
129,20211114,2
129,20211121,2
129,20211128,2
129,20211205,2
130,20211105,2
130,20211112,2
130,20211119,2
130,20211126,2
130,20211203,2
130,20211210,2
130,20211106,2
130,20211113,2
130,20211120,2
130,20211127,2
130,20211204,2
130,20211211,2
131,20211105,2
131,20211112,2
131,20211119,2
131,20211126,2
131,20211203,2
131,20211210,2
131,20211106,2
131,20211113,2
131,20211120,2
131,20211127,2
131,20211204,2
131,20211211,2
131,20211107,2
131,20211114,2
131,20211121,2
131,20211128,2
131,20211205,2
132,20210918,1
132,20210919,1
133,20210918,2
133,20210919,2
134,20210920,2
134,20210921,2
134,20210922,2
134,20210916,2
134,20210923,2
134,20210917,2
134,20210924,2
134,20210918,2
134,20210925,2
135,20210920,2
135,20210921,2
135,20210922,2
135,20210916,2
135,20210923,2
135,20210917,2
135,20210924,2
135,20210918,2
135,20210925,2
135,20210919,2
135,20210926,2
136,20210920,1
136,20210921,1
136,20210922,1
136,20210916,1
136,20210923,1
136,20210917,1
136,20210924,1
136,20210918,1
136,20210925,1
137,20210920,1
137,20210921,1
137,20210922,1
137,20210916,1
137,20210923,1
137,20210917,1
137,20210924,1
137,20210918,1
137,20210925,1
137,20210919,1
137,20210926,1
138,20211011,2
138,20211018,2
138,20211012,2
138,20211019,2
138,20211013,2
138,20211020,2
138,20211014,2
138,20211021,2
139,20211013,2
139,20211020,2
139,20211015,2
139,20211022,2
140,20211011,2
140,20211018,2
140,20211012,2
140,20211019,2
140,20211014,2
140,20211021,2
141,20211012,2
141,20211019,2
141,20211013,2
141,20211020,2
141,20211014,2
141,20211021,2
142,20211012,2
142,20211019,2
143,20211013,2
143,20211020,2
143,20211014,2
143,20211021,2
144,20211011,2
144,20211018,2
144,20211013,2
144,20211020,2
144,20211014,2
144,20211021,2
145,20211013,2
145,20211020,2
146,20211011,2
146,20211018,2
146,20211012,2
146,20211019,2
146,20211014,2
146,20211021,2
146,20211015,2
146,20211022,2
152,20211004,1
152,20211011,1
152,20211005,1
152,20211006,1
152,20211007,1
152,20211008,1
153,20211004,1
153,20211011,1
153,20211005,1
153,20211006,1
153,20211007,1
153,20211008,1
153,20211009,1
154,20211004,1
154,20211011,1
154,20211005,1
154,20211006,1
154,20211007,1
154,20211008,1
154,20211009,1
154,20211010,1
155,20211009,1
155,20211010,1
156,20211010,1
157,20211004,1
157,20211005,1
157,20211006,1
157,20211007,1
157,20211008,1
157,20211009,1
157,20211010,1
158,20211004,1
158,20211005,1
158,20211006,1
158,20211007,1
158,20211008,1
158,20211009,1
158,20211003,1
158,20211010,1
159,20211008,1
159,20211009,1
160,20211003,1
161,20211011,1
162,20210922,1
163,20210916,1
163,20210917,1
163,20210918,1
163,20210919,1
164,20210918,1
165,20210916,1
165,20210918,1
165,20210919,1
166,20210917,1
167,20210919,1
168,20211009,1
169,20211004,1
169,20211011,1
169,20211005,1
169,20211006,1
169,20211007,1
170,20211008,1
170,20211009,1
170,20211010,1
171,20211004,1
171,20211011,1
171,20211005,1
171,20211006,1
171,20211007,1
171,20211010,1
172,20210930,1
173,20211011,1
174,20211011,2
175,20211011,2
175,20210916,2
176,20210917,1
176,20210924,1
176,20210918,1
176,20210925,1
176,20210919,1
176,20210926,1
177,20211004,1
177,20211005,1
178,20211004,1
178,20211005,1
178,20211002,1
179,20211004,1
179,20211005,1
179,20211002,1
179,20211003,1
180,20211004,1
180,20211005,1
180,20211001,1
180,20211002,1
181,20211002,1
181,20211003,1
182,20211004,1
183,20211005,1
184,20211002,1
185,20211004,1
185,20211005,1
185,20211001,1
185,20211002,1
185,20211003,1
186,20211001,1
186,20211002,1
187,20211004,1
187,20211005,1
187,20211003,1
188,20210916,1
188,20210917,1
188,20210918,1
189,20210917,1
189,20210918,1
190,20210917,1
190,20210919,1
191,20211011,2
191,20210916,2
191,20210917,2
192,20211011,2
192,20210916,2
192,20210917,2
192,20210918,2
192,20211009,2
193,20211011,2
193,20210916,2
193,20210917,2
193,20210919,2
193,20211010,2
194,20210920,1
194,20210927,1
194,20211004,1
194,20210921,1
194,20210928,1
194,20211005,1
194,20210929,1
194,20211006,1
194,20210923,1
194,20210930,1
194,20211007,1
194,20210924,1
194,20211001,1
194,20211008,1
195,20210920,2
195,20210927,2
195,20211004,2
195,20211011,2
195,20210921,2
195,20210928,2
195,20211005,2
195,20210929,2
195,20211006,2
195,20210916,2
195,20210923,2
195,20210930,2
195,20211007,2
195,20210917,2
195,20210924,2
195,20211001,2
195,20211008,2
196,20210918,2
196,20211009,2
197,20210918,2
197,20211009,2
197,20210919,2
197,20211010,2
198,20211011,2
198,20210916,2
198,20210917,2
198,20210918,2
198,20211009,2
198,20210919,2
198,20211010,2
199,20210919,2
199,20211010,2
200,20210920,1
200,20210927,1
200,20211004,1
200,20210921,1
200,20210928,1
200,20211005,1
200,20210922,1
200,20210929,1
200,20211006,1
200,20210923,1
200,20210930,1
200,20211007,1
200,20210924,1
200,20211001,1
200,20211008,1
201,20210920,2
201,20210927,2
201,20211004,2
201,20211011,2
201,20210921,2
201,20210928,2
201,20211005,2
201,20210922,2
201,20210929,2
201,20211006,2
201,20210916,2
201,20210923,2
201,20210930,2
201,20211007,2
201,20210917,2
201,20210924,2
201,20211001,2
201,20211008,2
202,20211008,1
202,20210918,2
202,20211009,2
202,20210919,2
202,20211010,2
203,20211008,1
204,20211011,2
204,20210916,2
204,20210917,2
204,20211008,2
205,20211011,1
205,20211009,1
205,20211010,1
206,20211011,2
206,20210916,2
206,20210917,2
206,20211008,2
206,20210918,2
206,20211009,2
206,20210919,2
206,20211010,2
207,20210918,1
207,20210925,1
207,20211002,1
207,20210919,1
207,20210926,1
207,20211003,1
208,20210917,2
209,20210920,2
209,20210927,2
209,20211004,2
209,20211011,2
209,20210921,2
209,20210928,2
209,20211005,2
209,20210922,2
209,20210929,2
209,20211006,2
209,20210916,2
209,20210923,2
209,20210930,2
209,20211007,2
210,20210924,1
210,20211001,1
210,20211008,1
211,20210920,1
211,20210927,1
211,20211004,1
211,20211011,1
211,20210921,1
211,20210928,1
211,20211005,1
211,20210922,1
211,20210929,1
211,20211006,1
211,20210916,1
211,20210923,1
211,20210930,1
211,20211007,1
211,20210917,1
212,20210920,1
212,20210927,1
212,20211004,1
212,20211011,1
212,20210921,1
212,20210928,1
212,20211005,1
212,20210922,1
212,20210929,1
212,20211006,1
212,20210923,1
212,20210930,1
